,AAPL US Equity,,,,,MSFT US Equity,,,,,GOOGL US Equity,,,,,AMZN US Equity,,,,,TSLA US Equity,,,,,CSCO US Equity,,,,,ADBE US Equity,,,,,INTU US Equity,,,,,VRSN US Equity,,,,,PYPL US Equity,,,,,MDLZ US Equity,,,,,AMGN US Equity,,,,,GILD US Equity,,,,,MRNA UW Equity,,,,,REGN US Equity,,,,,JPM US Equity,,,,,GS US Equity,,,,,V US Equity,,,,,AXP US Equity,,,,,IBM US Equity,,,,,HSBA LN Equity,,,,,BARC LN Equity,,,,,LLOY LN Equity,,,,,STAN LN Equity,,,,,SDR LN Equity,,,,,HL/ LN Equity,,,,,LSEG LN Equity,,,,,BATS LN Equity,,,,,ULVR LN Equity,,,,,TSCO US Equity,,,,,SBRY LN Equity,,,,,MKS LN Equity,,,,,BA US Equity,,,,,DTE GR Equity,,,,,TTE FP Equity,,,,,ABI BB Equity,,,,,NOKIA FP Equity,,,,,BNP FP Equity,,,,,SAN FP Equity,,,,,ALV GR Equity,,,,,EXPN LN Equity,,,,,ITRK LN Equity,,,,,EZJ LN Equity,,,,,AUTO LN Equity,,,,,SGRO LN Equity,,,,,UTG LN Equity,,,,,LAND LN Equity,,,,,BND US Equity,,,,,UKAB3YAC Index,UKX Index,,,,,SPX Index,,,,
26/09/2023,171.96,174.82,175.2,171.66,64588945,322.46,325.5,326.075,321.46,16102024,129.08,128.51,130.278,128.32,22067520,134.25,135.08,135.65,133.73,32935104,233.19,240.25,240.82,229.55,130597886,55.46,55.48,55.82,55.28,15665989,519.48,529.715,530,518.35,1496587,487.9,490.18,494.43,485.96,898744,202.99,202.04,204.3506,202.04,286591,60.98,59.92,61.315,59.61,17364192,70.21,70.645,70.85,70.105,4686760,257.62,260.24,260.4,257.35,1720450,76.35,75.69,76.75,75.36,4536485,116.24,112.5,116.86,112.47,2204628,840.63,842.33,847.5,835.93,765891,146.38,149.26,149.6394,145.85,9681972,318.79,322.48,322.64,318.31,1810287,240.57,240,241.43,238.67,3848688,159.08,160.76,161.26,158.61,2256108,141.49,142.66,143.225,141.3,3557734,580.6,585.6,586.6,580.6,10972266,142.7,144.54,145.32,142.7,21974448,41.725,42.34,42.39,41.725,95973051,715,721.2,724.8,715,3442727,401.9,406.1,407.5,401.5,755739,757.6,758.2,765.2,755.4,637705,8042,8106,8120,8004,351947,2534,2518,2540,2510.5,1678527,3961.5,3958.5,3977.5,3943.5,1587873,215,214.12,215.01,208.62,1738298,257.7,260.4,262.5,257.7,1963674,217.7,221,221,216.9,3078505,230.07,228.08,230.48,226.93,3012891,19.058,19.118,19.192,19.024,3232436,57.98,57.43,58.31,57.37,3192068,51.63,51.66,52.21,51.52,980608,3.576,3.506,3.576,3.506,79744,58.55,58.66,59.45,58.55,2034228,99.61,98.73,100.14,98.59,1123662,221,221.2,223.35,220.3,556848,2682,2693,2707,2675,937909,4045,4046,4095,4036,123496,430.2,424.9,433.4,424.9,1392510,591,593,596.6,590.2,1649426,705.4,696,709.8,693.2,1176285,908.5,875,911,875,490418,582,570,583.4,570,1200635,70.62,70.55,70.69,70.48,4302215,4000,7270.76,7257.82,7310.52,7257.58,406202080,4387.55,4415.33,4418.59,4382.77,496400726
27/09/2023,170.43,172.62,173.04,169.05,66921808,327,323.82,329.2,323.46,21166382,132.37,130.18,133.41,129.87,27819713,135.52,134.5,135.95,133.22,42801043,236.86,229.34,238.98,229.29,101077635,55.98,55.61,56.2,55.4,18249998,530.71,522.73,535.25,519.24,2336856,500.86,489.27,503.115,489.27,1458568,205.19,203.72,206.65,203.72,322351,61.76,61.28,62.37,60.93,13105368,71.48,70.5,71.55,70.42,5603965,257.36,259.5,259.85,255.98,2256755,77.04,78.3,78.98,76.955,7422835,115.46,117.5,117.61,111.88,1249415,840.81,845,847.5,837.825,540459,147.37,146.35,147.585,145.46,7858021,322.33,320.62,322.45,318,1429147,242.3,241.32,242.54,240.72,4947728,159.44,159.33,160.08,158.7,2042493,143.41,141.72,143.475,141.58,2559083,584.8,582.4,587.2,581.1,16377478,143.04,142.8,144.04,142.7,27163513,41.87,41.905,42.22,41.765,112477064,711.4,716.8,717.8,710.2,3776309,406.4,403.7,408.2,402.1,972207,762,759,766.6,754.4,392829,8128,8026,8132,8012,334696,2550,2534,2567.5,2534,1638573,3997.5,3971,4022,3963,1632477,214.59,213.37,216.33,212.32,1434024,257.7,258.2,259.6,256.9,2356727,215.3,218.4,219.4,213.5,5309341,228.58,230,230.54,227.105,3004522,19.29,19.146,19.346,19.126,4997438,56.97,58,58,56.46,4565278,52.13,51.86,52.44,51.73,997517,3.549,3.519,3.5685,3.519,37437,58.51,58.92,59.52,58.29,2103839,98.97,99.44,99.9,98.49,956667,222.15,222.1,223.7,220.65,635681,2717,2691,2720,2675,872958,4083,4041,4105,4037,118732,432.3,429.2,433.1,426.7,1207015,598.8,592.2,600.4,591.4,1061457,726.2,707,726.2,705.6,1347299,937.5,909,937.5,908,484722,597,582.2,597,582.2,975947,71.26,70.98,71.27,70.965,5205828,4000,7320.53,7270.76,7348.84,7270.76,465592679,4436.01,4396.44,4443.18,4396.44,571896457
28/09/2023,170.69,169.34,172.03,167.62,56294419,319.97,332.85,332.98,319.96,23281434,129.78,133.95,134.25,129.57,28500694,131.84,136.4,136.775,131.83,43646250,230.04,238.66,238.92,228.1801,99777432,55.24,56.32,56.475,55.21,17586350,512.43,539,539.67,511.05,2950211,498.5,504.42,508.55,496.45,2217620,202.57,205.89,206.55,202.53,307614,60.71,61.69,61.92,60.621,12846929,70.85,71.56,72.17,70.81,4736876,256.62,256.73,260.19,256.17,1889135,76.33,77.25,78.135,76.29,4793948,112.65,114.93,115.32,112.61,1013208,831.21,842.82,845.09,830.235,457782,147.23,147.5,149.41,146.9875,6534026,319.96,322.15,327.49,319.51,1185557,239.47,242.25,243.56,239.36,4570869,157.79,159.01,161.42,157.74,2468593,143.55,143.505,144.47,143.22,2900244,589.1,589.5,592.5,587.9,10643030,144.54,145.18,146.04,143.96,23868808,42.13,42.335,42.605,42.04,85224737,713.6,716.4,720,709.8,3039123,405.9,411,412.6,405.9,705401,760.6,772.8,772.8,760,388199,8172,8188,8262,8162,267390,2577,2567,2585,2556,1669703,4019,4005,4039.5,4000.5,1167086,211.63,212.82,216.1,211.6,1162351,258.6,259.3,261.6,258.6,1711108,214.9,218,218.3,214.9,4033908,217.31,222.51,224.2,217.09,9132572,19.054,19.36,19.486,19.054,4852400,57.17,57.03,57.55,56.85,3675723,52.19,52.71,52.93,52.16,862416,3.5125,3.568,3.5765,3.5125,67185,58.44,58.88,59.17,58.4,2343960,98.13,99,99.68,97.73,995517,222.45,222.95,224.45,221.75,573962,2718,2738,2762,2717,679613,4077,4111,4140,4060,163886,424,435.1,439.2,423.1,2792658,592.4,602.8,602.8,592.2,1217606,723.4,731.2,741.4,723.4,1584329,930.5,945.5,959,928,292060,587.6,598.6,602.6,587,1136525,71.09,71.15,71.25,71.07,4186425,4000,7333.63,7320.53,7386.08,7320.53,366137308,4376.31,4455.16,4458.3,4375.55,628411113
29/09/2023,171.21,172.02,173.07,170.341,51861083,322.98,321.47,325.36,318.8001,21684104,129.88,129.54,130.76,127.25,26762891,133.26,132.47,133.87,130.58,44147451,238.59,231.31,239,230.35,106612231,55.7,55.25,55.87,55.25,15731774,525.06,514.92,528.43,514.465,2308269,519.05,494.24,521.82,494.24,2457516,205.74,203.34,206.03,202.68,374851,61.19,60.99,61.6,60.08,11150109,71.5,71.06,71.815,70.92,3890164,256.38,257.11,257.74,254.81,1786651,76.86,76.61,77.19,76.07,3773271,111.93,113.65,114.56,109.82,1054228,830.35,832.53,834.99,826.47,404564,147.05,147.28,148.6199,145.85,6695537,320.15,320.8,322.72,318.19,1159572,242.57,241.38,243.41,240.21,3541533,158.32,158.44,159.64,157.3294,2969215,145.35,144.18,145.47,143.5,3660147,587.8,591.5,594.3,586.6,8043038,143.98,145.66,146,143.64,20081148,41.795,42.11,42.38,41.735,70493818,711.4,716.2,722,710.4,2066288,402.4,404.8,406.8,401.8,697691,753.6,758,762.6,753.6,459005,8182,8166,8256,8166,313497,2589,2584.5,2601,2580,1099018,4036.5,4033.5,4057.5,4025.5,1163175,213.54,212.51,214.82,210.9431,1188846,261.9,259.4,263.3,259.2,2702964,217.1,214.1,219.2,214.1,3858383,223.41,218.41,223.77,212.88,12352323,19.202,19.132,19.386,19.068,4560363,57.32,57.35,57.89,57.29,3193362,52.25,52.03,52.73,51.95,825401,3.497,3.5055,3.528,3.4915,57603,58.31,58.67,59.07,58.27,1851658,98.71,98.48,99.18,98.1,731003,222.25,222.1,223.9,221.65,615204,2712,2710,2738,2705,467830,4133,4070,4168,4064,234417,412.4,420.1,423.3,409.4,3310826,587,587.8,594.6,584.8,862449,724.6,721.2,734,720.4,1376105,926,934,937,925,222173,586.2,591.6,591.6,583.6,1285207,71.09,71.01,71.225,70.865,4853215,4000,7338.58,7333.63,7389.4,7326.97,333194461,4405.71,4389.38,4418.46,4356.29,561105998
02/10/2023,173.75,171.22,174.3,170.93,52164535,323.7,325.66,326.15,321.722,14808482,131.01,131.31,132.54,130.14,20543266,133.14,133.78,133.95,131.85,34108410,238.82,242.58,244.38,235.35,107673727,56.2,55.89,56.28,55.68,15189854,529.92,525.7,533.51,523.98,1684095,518.87,519.05,522.675,513.83,1307946,206.53,206.03,207.925,205.74,261360,61.67,61.59,61.96,61.03,10459264,71.55,71.92,71.94,71.16,3577018,256.55,256.96,258.12,255.14,1661329,77.04,77.29,77.49,76.63,2783563,113.83,114.73,116.9,113,848374,830.89,833.41,833.41,828,249572,147.56,147.57,148.61,147.13,5094201,325.97,321.34,326.6,321.34,1440275,243.83,243.01,245.23,242.6,3741458,159.19,158.98,160.91,158.76,2509920,146.02,145.41,146.74,145.21,3561347,587.8,591.5,594.3,586.6,8043038,143.98,145.66,146,143.64,20081148,41.795,42.11,42.38,41.735,70493818,711.4,716.2,722,710.4,2066288,402.4,404.8,406.8,401.8,697691,753.6,758,762.6,753.6,459005,8182,8166,8256,8166,313497,2589,2584.5,2601,2580,1099018,4036.5,4033.5,4057.5,4025.5,1163175,219,214.35,219.67,213.47,1675570,261.9,259.4,263.3,259.2,2702964,217.1,214.1,219.2,214.1,3858383,227.06,224.21,227.45,223.29,4641752,19.408,19.288,19.506,19.212,3960001,57.89,57.81,58.18,57.42,3013652,52.82,52.56,53.04,52.39,976559,3.55,3.5175,3.563,3.516,66556,59.5,58.88,59.82,58.87,2279296,99.28,98.63,99.69,98.63,860827,224.7,224,225,222.9,615885,2712,2710,2738,2705,467830,4133,4070,4168,4064,234417,412.4,420.1,423.3,409.4,3310826,587,587.8,594.6,584.8,862449,724.6,721.2,734,720.4,1376105,926,934,937,925,222173,586.2,591.6,591.6,583.6,1285207,71.22,71.25,71.25,71.11,3969240,4000,7338.58,7333.63,7389.4,7326.97,333194461,4433.31,4426.03,4439.56,4414.98,449237158
03/10/2023,172.4,172.255,173.63,170.82,49594613,328.41,321.88,328.9835,321.88,19284590,134.57,132.24,136.57,132.24,43075556,134.91,133.38,135.14,133.25,38646093,257.18,238.58,257.48,237.77,134047603,56.56,56.35,56.8,56.11,17859122,540.57,527.7,541.97,526.147,2166979,536.49,517.85,537.47,516.63,1570163,207.35,206.44,207.45,205.835,280394,62.5,61.63,62.74,61.53,11627635,71.48,71.8,71.82,70.88,6201345,259.64,257.36,259.85,256.82,2216593,78.21,77.25,78.25,77.05,4156307,115.99,113.75,116.43,113.72,925866,830.19,833.37,836.63,824.6,407323,148.76,147.71,148.85,147.18,6336962,332.55,325.56,332.7,324.68,1831735,245.34,243.5,245.83,243.4,3975738,160.24,158.89,160.79,158.3,2175785,146.45,146.3,146.73,145.62,2778113,595.7,594.9,598.2,586.9,15606192,149.96,145.32,149.96,145.22,31040180,42.905,42.17,42.955,42.17,96148084,723.8,715,725.6,715,3623701,416.7,406.5,418.2,406.3,1600563,776,771.4,780,763.4,733847,8200,8278,8280,8172,407379,2611,2580.5,2637,2580.5,1519644,4061,4037,4080,4037,2224074,222.59,219.22,223.48,218.61,1006004,267.1,263.3,267.1,261.3,3356917,222,219,222,217.4,4548577,227.25,225.88,229.4,225.664,3716672,19.554,19.43,19.63,19.414,4081133,57.86,57.86,58.24,57.81,3942878,52.82,52.91,53.53,52.79,1141909,3.67,3.571,3.67,3.571,175339,59.9,59.64,60.01,59.54,2141387,99.67,99.65,100.54,99.43,1041440,225.7,224.8,226.8,224.7,834765,2746,2750,2754,2718,735086,4188,4180,4206,4165,163540,417.3,418,422,415.2,3850340,604.2,589,604.2,585.6,1511485,739.4,734,747,726.8,1831717,942,935,952.5,932.5,484472,596.2,600.6,603.8,586.4,2034780,71.66,71.13,71.68,71.115,6214597,4000,7464.99,7338.58,7471.14,7338.58,498803963,4497.63,4432.75,4500.14,4431.68,543841996
04/10/2023,173.66,171.09,174.21,170.97,53020286,328.79,328.67,329.81,326.445,15222110,135.88,134.78,136.275,134.07,28315769,135.07,134.93,135.68,133.92,36137015,256.9,254.2,260.51,250.59,121988437,56.81,56.63,56.91,56.535,12145393,545.36,540.1,546,536.09,1930271,540.58,537.7,542.995,536.281,1688030,209.12,207.35,209.54,207.245,287542,63.42,62.38,63.47,62.1204,12040994,71.57,71.63,72,71.46,3883829,257.88,260,260.865,256.95,1694404,77.66,78.22,78.5,77.525,3298134,116.62,116.19,118,114.02,973902,834.95,830.75,835.03,829.32,302091,148.16,148.62,149.15,147.19,6277318,328.58,330,331.91,327.65,1131451,246.23,246.42,248.23,246.05,4573291,160.17,160.27,161.86,160.12,3039990,146.86,146.42,146.92,145.7452,2245402,590.7,597.5,600.8,590.7,16601911,149.04,150.62,152.54,148.98,28975913,42.825,43.095,43.57,42.815,58129600,720,726,734.2,720,3638338,416.2,416.2,419.9,414.5,955659,770.2,780,780,767.2,613603,8196,8222,8260,8190,234447,2626.5,2620.5,2637.5,2617,1177152,4065.5,4068,4078.5,4047.5,1322538,222.95,223.2,223.33,221.23,1044936,267.7,267,268.8,266.7,2478861,224.2,222,224.8,221.7,3916413,228.85,227.08,231.17,226.65,3328306,19.546,19.594,19.63,19.496,3055317,57.94,58.11,58.33,57.68,3306813,53.02,53.1,53.36,52.54,1026427,3.67,3.654,3.67,3.628,76071,59.88,60,60.69,59.88,2336342,99.2,99.71,99.85,98.8,826198,224.9,226,226.9,224.7,586002,2778,2750,2778,2742,985057,4177,4205,4205,4167,148004,418.1,425.9,425.9,414.7,2066788,606,603.8,608.8,601.4,986936,740.4,740.2,749.2,736.6,1352301,939.5,946,949.5,938,270360,599.4,597.4,605.2,596,1456746,71.63,71.73,71.77,71.6248,4721461,4000,7473.67,7464.99,7509.36,7464.73,365326869,4514.87,4500.34,4521.65,4493.59,480081582
05/10/2023,174.91,173.79,175.45,172.68,48527918,327.76,329.2,330.9099,326.78,26410954,136.17,136.01,138,135.79,30053800,138.01,135.06,138.789,135,58781314,258.08,255.98,261.18,255.05,108861698,57.35,57.1,57.5286,56.89,22619679,559.34,547,562.1,546.76,3919340,541.81,540.58,545,534.59,1776266,207.79,209.96,210.64,207.48,596958,62.51,62.72,63.41,62.45,13840232,71.26,71.44,71.62,70.91,7116663,256.34,258.22,259,256.29,2065177,76.48,77.28,77.41,76.235,9200069,113.07,116.44,116.6,112.88,1387219,826.49,835.87,835.87,825.8,457526,146.33,148.26,148.35,145.96,10933938,327.71,329.41,330.49,325.958,1271233,245.68,245.59,248.02,245.45,5532610,157.99,160.66,160.9355,157.735,3653888,146.83,146.94,147.7275,146.54,3885949,583.1,591,592.4,582.5,34514072,147.36,149,149.9,147.36,46039148,42.355,42.96,42.985,42.355,221454287,711.6,716.4,722.8,711.6,10658177,411.8,411.8,419.5,411.8,6123530,761.2,766.4,772.8,757.8,1682819,8178,8176,8218,8138,773600,2622.5,2632.5,2649,2616,3115435,4042,4065,4084.5,4042,3139189,218.5,221.47,221.54,215.9,2179528,270.1,267.8,273.4,267.8,13135725,226.8,224.2,228.3,224.2,6229535,224.03,229.33,230.434,222.93,6953815,19.768,19.598,19.886,19.536,8782490,58.07,58.1,58.5,57.85,15495463,52.5,52.97,53.04,52.5,1777804,3.6945,3.651,3.7105,3.643,64008,59.71,59.97,60.66,59.61,7896015,98.64,99.63,99.72,98.64,1920767,224.1,225.05,226.85,224,891800,2762,2779,2793,2762,2207094,4140,4175,4199,4140,547370,423.2,419.4,430,417.9,3622550,606.4,607.2,611.8,606.4,2775293,737.4,739.4,751.4,735.8,6476550,940.5,931.5,954,931.5,1129911,602.6,600,609.4,599.8,4526199,71.75,71.72,71.86,71.68,4747146,4000,7439.13,7473.67,7500.44,7439.13,1121001584,4507.66,4517.01,4532.26,4507.39,801082058
06/10/2023,177.49,173.8,177.99,173.18,57266675,328.66,331.31,331.99,326.78,14942024,135.66,137.455,137.455,134.85,21543687,138.12,139.455,139.96,136.875,40991536,245.01,257.26,259.0794,242.01,132541640,57.84,57.39,58.185,57.39,14080410,563.21,564.8,569.98,558.517,2234067,549.6,545.33,549.85,540.46,1336680,205.15,208.16,208.6,203.97,371329,63.57,63.13,63.65,62.7327,11715190,69.69,71.74,71.74,69.44,7284446,256.71,258.68,259.03,256.1,1350232,76.65,77.22,77.41,76.475,2993042,112.56,114.21,114.69,111.59,815693,831.63,834.55,837.92,829.03,253630,146.82,146.09,148.08,145.7,7903496,327.4,329.67,331.62,326.205,1201407,248.11,247.47,248.87,246.77,4112905,159.62,159.07,160.16,158.71,2195658,147.94,147.26,148.1,146.92,2727796,588.3,585.7,590.3,583.3,17390295,149.06,148.1,149.98,147.98,26919091,42.115,42.4,42.5,42.08,77849467,719.6,719.4,729.2,713,4196147,412.4,408.7,414.7,408.6,837702,766,762.6,767,757.4,437401,8176,8180,8246,8156,323251,2608,2635,2639.5,2606,1678005,4029,4030,4043.5,4011.5,1542895,220.52,219.12,220.64,217.365,1416775,270.3,270.9,273,270.1,2784833,228.2,228.3,231.3,227.1,4029782,223.4,226,226.23,221.95,3658370,19.736,19.746,19.92,19.696,4609108,58.89,58.33,59.33,58.33,5079157,51.96,52.44,52.54,51.96,1012976,3.7035,3.687,3.7235,3.6705,130074,59.59,60.01,60.35,59.47,2127581,98.61,98.75,99.23,98.28,1060606,224.45,224.6,226.75,224.05,629884,2768,2764,2785,2751,890009,4144,4155,4173,4132,153190,425,425.6,428.4,421.5,3056424,607.4,611,611.8,605.4,910157,725.8,737.4,737.6,725.8,1663940,926.5,941,941,923,263168,591.6,601.6,602.2,591,1218286,71.21,71.55,71.57,71.131,3940704,4000,7464.54,7439.13,7492.63,7439.13,385346752,4515.77,4530.6,4541.25,4501.35,558053430
09/10/2023,178.99,176.81,179.05,175.8,42390772,328.66,331.31,331.99,326.78,14942024,135.66,137.455,137.455,134.85,21543687,138.12,139.455,139.96,136.875,40991536,245.01,257.26,259.0794,242.01,132541640,57.84,57.39,58.185,57.39,14080410,563.21,564.8,569.98,558.517,2234067,549.6,545.33,549.85,540.46,1336680,205.15,208.16,208.6,203.97,371329,63.57,63.13,63.65,62.7327,11715190,69.69,71.74,71.74,69.44,7284446,256.71,258.68,259.03,256.1,1350232,76.65,77.22,77.41,76.475,2993042,112.56,114.21,114.69,111.59,815693,831.63,834.55,837.92,829.03,253630,146.82,146.09,148.08,145.7,7903496,327.4,329.67,331.62,326.205,1201407,248.11,247.47,248.87,246.77,4112905,159.62,159.07,160.16,158.71,2195658,147.94,147.26,148.1,146.92,2727796,585.8,593.9,594.9,584,19112642,150.8,149.94,151.64,149.72,28305957,41.975,42.32,42.41,41.8,52612361,709.4,721.4,722.6,709.4,2806548,411.9,416.5,416.5,409.2,1035810,766.4,767,776,765,694602,8168,8200,8236,8148,220924,2581.5,2615.5,2620,2574.5,1010784,4026,4035.5,4055.5,4021.5,774204,220.52,219.12,220.64,217.365,1416775,268.6,271.7,272.2,267.7,1613633,227,227.3,228.1,225.5,2615383,223.4,226,226.23,221.95,3658370,19.608,19.732,19.794,19.552,3063543,58.72,59.09,59.33,58.52,2625890,51.37,52,52.18,51.32,602565,3.7635,3.726,3.78,3.726,59570,59.44,59.9,60.31,59.26,1659669,98.03,98.75,99.39,97.61,611883,223.1,225,225.45,222.35,564896,2792,2784,2808,2776,595084,4177,4165,4218,4165,141135,432.1,427.8,439.5,427.8,3075252,603.2,610.2,611.4,603.2,623378,720.2,726.8,732.4,717.2,932779,923,925.5,935,923,187402,582.8,590.8,596.2,582.8,976195,71.21,71.55,71.57,71.131,3940704,4000,7452.76,7464.54,7523.4,7448.31,306981043,4515.77,4530.6,4541.25,4501.35,558053430
10/10/2023,178.39,178.1,179.72,177.95,43698019,333.55,329,334.85,328.66,18553859,135.77,135.44,136.42,134.58,19403112,137.27,137.73,137.8,135.82,40636738,256.49,245,258,244.86,129469565,57.26,57.82,57.82,57.23,13884957,564.88,557.88,567.59,555.42,2349719,550.58,548.64,555,545.54,1372214,206.25,205.31,207.59,205.31,409714,63.74,63.38,64.18,63.035,12739127,69.56,69.59,69.73,69.015,6517266,254.01,256.71,257.39,253.92,1763672,75.16,76.95,77,75.13,6045567,109.36,112.72,112.72,108.99,1000678,822.91,835.39,835.69,822,314323,145.2,147.16,148.2099,145.01,7854739,323.75,327.34,328.48,322.625,1846007,245.34,248.35,248.69,245.2,4459645,160,160.11,161.86,159.35,4150965,148.13,147.91,149,147.5719,3731281,587.5,581.2,593.4,579.1,13682326,149.64,149.98,151.34,148.38,22845686,41.76,41.685,42.18,41.465,51658288,703.6,704.4,711.6,695.6,3690873,411.3,404.1,411.8,404.1,1169854,754.4,758,764,754.4,639481,8158,8150,8216,8094,253268,2586.5,2574.5,2617.5,2561.5,1665866,3994.5,4011.5,4029,3986,1547623,218.08,219.28,220.04,216.93,1229289,265.4,266.9,267.5,261.2,3754432,223.8,225.2,227.1,221.6,3130460,222.57,223.1,224.092,221.2,3246492,19.824,19.616,19.964,19.542,4821084,59.9,58.5,60.13,58.28,5901408,51.85,51.23,52.07,51.04,992683,3.713,3.705,3.752,3.7,51702,59.39,59.08,59.97,58.51,2000571,99.03,98.17,100.06,97.93,1175569,221.45,222.35,223.45,220.6,635522,2757,2773,2786,2757,642391,4165,4153,4173,4137,203729,435.4,429.8,436.1,423.1,4414293,596.4,598.6,601,596.4,1761815,715,713.4,721.6,712.2,1083853,914,906.5,920.5,906.5,454637,575,578.4,585.8,575,2005539,70.82,71.05,71.06,70.81,4634399,4000,7437.93,7452.76,7481.35,7389.8,377567305,4496.83,4510.06,4514.29,4496.01,590442499
11/10/2023,179.8,178.2,179.85,177.6,47551098,332.88,333.38,334.46,330.18,17535773,134.46,136.02,136.53,133.665,18684534,135.36,136.32,137.45,134.61,41785507,251.92,255.135,255.39,245.06,116959759,57.16,57.1,57.47,57.07,11380422,561.94,560.45,564.06,555.85,2299883,550.95,549.42,553.62,545.61,1236979,205.58,206.37,207.11,204.79,325925,62.8,63.12,63.84,62.68,13621277,69.69,69.54,69.76,69.25,4784088,249.01,254.44,254.44,248.38,1988855,74.24,75.12,75.14,73.25,5753846,108.24,109.75,109.75,106.64,928692,818.39,825.24,825.24,808.13,396251,144.96,144.7,145.54,144.11,8629164,321.13,322.31,324.14,319.305,2120866,246.16,245.42,246.66,244.21,4520355,158,159.07,159.84,156.86,2949366,148.06,147.66,148.33,147.12,2932203,585.3,587,587.1,579.5,11012543,149.22,148.68,150.36,148.06,24624872,41.495,41.46,41.69,41.23,80613878,702.4,703.6,704.6,693.8,2871226,406.9,404.2,408.7,404,1551413,741.2,746.2,749.8,739.8,1018263,8264,8158,8272,8106,298358,2583.5,2578,2591.5,2559,1614877,3981.5,3983.5,3990.5,3929,1473680,215.74,216.89,217.75,213.41,1188507,265.5,264.4,266.3,263,1852665,223.5,224.8,225.3,221,3153862,217.95,221.77,222.788,216.425,4233537,19.77,19.804,20.01,19.692,4988520,59.51,59.62,59.99,59.25,3922557,52.46,51.82,52.74,51.64,1159370,3.7665,3.7305,3.7865,3.7305,79984,58.6,58.87,59.1,57.86,2923414,98.24,98.3,98.66,97.6,949090,220.75,221.35,221.55,218.85,724478,2787,2739,2793,2718,720981,4140,4135,4151,4062,382525,421,431.5,431.9,420.8,3347828,595.6,593.8,598.2,592.4,1241730,727,705.4,734,704.2,2462093,915.5,915,930.5,903.5,442307,585.2,575,589.4,568.2,1209191,70.74,70.9,70.905,70.66,7800422,4000,7426.14,7437.93,7447.94,7369.64,419519434,4465.48,4490.35,4490.35,4442.38,569685011
12/10/2023,180.71,180.07,182.34,179.04,56743119,329.91,331.29,333.08,329.03,18380995,135.26,133.59,135.58,132.95,18844342,137.85,133.9,138.03,133.16,48498912,251.49,245.07,252.81,243.265,115312886,56.79,56.97,57.09,56.66,14762102,560.46,554,561.83,551.075,2089396,553.61,549.82,557.46,547.915,1209740,207.75,205.5,208.44,205.21,556606,61.65,62,62.09,61.12,12712690,70,69.97,70.415,69.655,6177874,254.39,250.54,254.7,250.4,2228256,73.94,74.62,74.76,73.71,6586147,108.35,107.61,110.12,106.7,900022,825.26,821.2,827.53,817.28,356906,143.72,144.13,145.2683,143.39,8373738,321.96,320.62,324.22,320.13,1471138,247.14,245.5,247.4,245.1114,4008017,156.78,157.26,157.63,156.07,2617385,147.52,148.13,148.78,147.4,3333040,584.7,581.5,591.7,581.3,13334570,147.98,148.5,149.72,147.82,23104210,41.03,41.2,41.55,41.03,59028692,705.2,700.2,712.4,699,3604449,403.9,400.1,406.6,399.8,1040831,736,735,740.8,728.2,906177,8176,8070,8226,8050,2455664,2581.5,2573,2597.5,2562,1313984,4019.5,3982,4031.5,3961,1734705,219,217.31,220.44,216.24,1225152,264.6,264.5,267.1,263.2,1848904,220.5,223.4,225.1,219.5,4023260,216.05,217.5,220.55,214.86,4929553,19.864,19.836,20.06,19.626,6549857,59.88,59.55,60.14,59.4,3647909,52.48,51.81,52.67,51.55,939411,3.787,3.76,3.796,3.7575,110522,58.57,58.22,58.96,58.1,2284877,99.68,98,99.86,97.87,1080035,221.1,220.7,222.55,220.1,501982,2772,2766,2792,2762,539490,4137,4111,4162,4094,136285,426.9,415,435.3,413,3006312,599.4,593.4,606.6,589.4,1599664,726.6,722.8,732.6,719.6,987802,911.5,914,919,902.5,391254,577,581.2,584.6,576.2,1019626,70.98,70.89,70.99,70.8136,4742883,4000,7441.72,7426.14,7462.18,7385.92,406919315,4451.14,4434.55,4457.81,4430.46,691843950
